NAME,FullAddress,Geocodes,ADDRESS,COUNTY,CITY,STATE,ZIP,WEBSITE
Pixley Union Elementary...,227 W Judd St MC HENRY Woodstock IL 60098-3126,,227 W Judd St,MC HENRY,Woodstock,IL,60098-3126,WOODSTOCKSCHOOLS.ORG
Lk Villa Community Cons...,131 McKinley Ave LAKE Lake Villa IL 60046-8986,,131 McKinley Ave,LAKE,Lake Villa,IL,60046-8986,DISTRICT41.ORG
Iroquois West Upper Ele...,PO Box 67 IROQUOIS Gilman IL 60938-0067,,PO Box 67,IROQUOIS,Gilman,IL,60938-0067,
A C Thompson Elementary...,1306 S Court St WINNEBAGO Rockford IL 61102-3239,,1306 S Court St,WINNEBAGO,Rockford,IL,61102-3239,RPS205.COM
Joliet Catholic Academy,1200 N Larkin Ave WILL Joliet IL 60435-3777,,1200 N Larkin Ave,WILL,Joliet,IL,60435-3777,JCA-ONLINE.ORG
Bond Co Cmty Unit Sch D...,1100 Sunset Cir COOK Streamwood IL 60107-1817,,1100 Sunset Cir,COOK,Streamwood,IL,60107-1817,
East Aurora School Dist...,417 5th St KANE Aurora IL 60505-4700,,417 5th St,KANE,Aurora,IL,60505-4700,D131.ORG
Moline Unit School Dist...,1015 16th Ave ROCK ISLAND Moline IL 61265-3811,,1015 16th Ave,ROCK ISLAND,Moline,IL,61265-3811,MOLINESCHOOLS.ORG
Consolidated School Dis...,650 Academic Dr MC HENRY Algonquin IL 60102-4423,,650 Academic Dr,MC HENRY,Algonquin,IL,60102-4423,DISTRICT158.ORG
Learning Tech Center La...,600 S Lewis Ave LAKE Waukegan IL 60085-6189,,600 S Lewis Ave,LAKE,Waukegan,IL,60085-6189,WAUKEGANPUBLICSCHOOLS.ORG
Maywood-Melrose Park-Br...,910 Division St COOK Melrose Park IL 60160-2235,,910 Division St,COOK,Melrose Park,IL,60160-2235,
Chicago Public School S...,3252 N Broadway St COOK Chicago IL 60657-3521,,3252 N Broadway St,COOK,Chicago,IL,60657-3521,NETTELHORST.ORG
Champaign Comm Unit Sch...,1801 S Prospect Ave CHAMPAIGN Champaign IL 61820-7007,,1801 S Prospect Ave,CHAMPAIGN,Champaign,IL,61820-7007,CHAMPAIGNSCHOOLS.ORG
Fairview South Elementa...,7040 Laramie Ave COOK Skokie IL 60077-3443,,7040 Laramie Ave,COOK,Skokie,IL,60077-3443,
A C Thompson Elementary...,2525 Ohio Pkwy WINNEBAGO Rockford IL 61108-7517,,2525 Ohio Pkwy,WINNEBAGO,Rockford,IL,61108-7517,RPS205.COM
A C Thompson Elementary...,623 15th St WINNEBAGO Rockford IL 61104-3317,,623 15th St,WINNEBAGO,Rockford,IL,61104-3317,RPS205.COM
Alternative Academic Ac...,14418 S McKinley Ave COOK Posen IL 60469-1248,,14418 S McKinley Ave,COOK,Posen,IL,60469-1248,AAAACADEMY.ORG
Clinton Unit School Dis...,905 E Main St DE WITT Clinton IL 61727-1804,,905 E Main St,DE WITT,Clinton,IL,61727-1804,CUSD15.K12.IL.US
Lake Forest Country Day...,145 South Green Bay Road LAKE Lake Forest IL 60045,,145 South Green Bay Road,LAKE,Lake Forest,IL,60045,LFCDS.ORG
Chicago Futabakai Japan...,2550 N Arlington Heights Rd COOK Arlington Heights IL 60004-2531,,2550 N Arlington Heights Rd,COOK,Arlington Heights,IL,60004-2531,CHICAGOJS.COM
Granite City High Schoo...,1947 Adams St MADISON Granite City IL 62040-3311,,1947 Adams St,MADISON,Granite City,IL,62040-3311,GRANITECITYSCHOOLS.ORG
Rock Island School Dist...,4141 9th St ROCK ISLAND Rock Island IL 61201-6753,,4141 9th St,ROCK ISLAND,Rock Island,IL,61201-6753,ROCKISLANDSCHOOLS.ORG
Chaska Elementary Schoo...,PO Box 1206 KNOX Galesburg IL 61402-1206,,PO Box 1206,KNOX,Galesburg,IL,61402-1206,GALESBURG205.ORG
Chaska Elementary Schoo...,16931 Grissom Dr COOK Tinley Park IL 60477-2318,,16931 Grissom Dr,COOK,Tinley Park,IL,60477-2318,KSD140.ORG
Visalia Unified School,2200A Illinois Ave SALINE Eldorado IL 62930-1851,,2200A Illinois Ave,SALINE,Eldorado,IL,62930-1851,ELDORADO.K12.IL.US
Chaska Elementary Schoo...,150 W Madison St DU PAGE Lombard IL 60148-3317,,150 W Madison St,DU PAGE,Lombard,IL,60148-3317,SD44.ORG
Leroy Community Unit Sc...,600 E Pine St MC LEAN Le Roy IL 61752-1860,,600 E Pine St,MC LEAN,Le Roy,IL,61752-1860,
Fenton Community High S...,1000 W Green St DU PAGE Bensenville IL 60106-2008,,1000 W Green St,DU PAGE,Bensenville,IL,60106-2008,BISONBOOSTERS.COM
Friendship Junior High ...,280 Clearmont Dr COOK Elk Grove Village IL 60007-4006,,280 Clearmont Dr,COOK,Elk Grove Village,IL,60007-4006,CCSD59.ORG
School District U-46,760 E Main St KANE South Elgin IL 60177-1702,,760 E Main St,KANE,South Elgin,IL,60177-1702,U-46.ORG
Corner Cafe,444 S Locust St CLAY Flora IL 62839-2119,,444 S Locust St,CLAY,Flora,IL,62839-2119,
Waukegan Public Schools,1020 Glen Rock Ave LAKE Waukegan IL 60085-5430,,1020 Glen Rock Ave,LAKE,Waukegan,IL,60085-5430,
Regional Off of Ed Kane...,417 5th St KANE Aurora IL 60505-4700,,417 5th St,KANE,Aurora,IL,60505-4700,D131.ORG
Jonesboro C C Sch Distr...,309 Cook Ave UNION Jonesboro IL 62952-1118,,309 Cook Ave,UNION,Jonesboro,IL,62952-1118,JONESBORO43.COM
Ford Heights Sch Distri...,910 Woodlawn Ave COOK Ford Heights IL 60411-2299,,910 Woodlawn Ave,COOK,Ford Heights,IL,60411-2299,FORDHEIGHTS169.ORG
Duquoin High School,845 E Jackson St PERRY Du Quoin IL 62832-3871,,845 E Jackson St,PERRY,Du Quoin,IL,62832-3871,
Community Unit School D...,500 5th Ave WHITESIDE Erie IL 61250-9439,,500 5th Ave,WHITESIDE,Erie,IL,61250-9439,ERIE1.INFO
Harlem Special Educatio...,808 Harlem Rd WINNEBAGO Machesney Park IL 61115-2514,,808 Harlem Rd,WINNEBAGO,Machesney Park,IL,61115-2514,HARLEM122.ORG
First Grade Food Corp,513 Illinois Hwy WILL New Lenox IL 60451,,513 Illinois Hwy,WILL,New Lenox,IL,60451,NLSD122.ORG
Channahon School Distri...,24920 S Sage St WILL Channahon IL 60410-8617,,24920 S Sage St,WILL,Channahon,IL,60410-8617,CHANNAHON.WILL.K12.ILL.US
DePue Unit School Distr...,501 W South St HENRY Annawan IL 61234-9715,,501 W South St,HENRY,Annawan,IL,61234-9715,
Board of Education of T...,2828 N Oak Park Ave COOK Chicago IL 60634-4866,,2828 N Oak Park Ave,COOK,Chicago,IL,60634-4866,CPS.K12.IL.US
Chicago Futabakai Japan...,2550 N. Arlington Heights Road COOK Arlington Heights IL 60004,,2550 N. Arlington Heights Road,COOK,Arlington Heights,IL,60004,CHICAGOJS.COM
Bloomington Junior High...,901 Colton Ave MC LEAN Bloomington IL 61701-3374,,901 Colton Ave,MC LEAN,Bloomington,IL,61701-3374,DISTRICT87.ORG
McClellan Grade School,21462 N Richview Ln MARION Centralia IL 62801-8520,,21462 N Richview Ln,MARION,Centralia,IL,62801-8520,
A C Thompson Elementary...,1500 CHARLES ST WINNEBAGO Rockford IL 61104-2398,,1500 CHARLES ST,WINNEBAGO,Rockford,IL,61104-2398,RPS205.COM
District 105 Curriculum,1001 S Spring Ave COOK La Grange IL 60525-2760,,1001 S Spring Ave,COOK,La Grange,IL,60525-2760,D105.NET
Community Unit School D...,300 Cleveland Ave KANE Hampshire IL 60110-1977,,300 Cleveland Ave,KANE,Hampshire,IL,60110-1977,D300.ORG
Banner Elementary Schoo...,5200 W Cedar Hills Dr PEORIA Dunlap IL 61525-9127,,5200 W Cedar Hills Dr,PEORIA,Dunlap,IL,61525-9127,DUNLAPCUSD.NET
Bradley School District...,260 N Wabash Ave KANKAKEE Bradley IL 60915-1668,,260 N Wabash Ave,KANKAKEE,Bradley,IL,60915-1668,
St. Clair County Region...,1700 Jerome Ln ST CLAIR East Saint Louis IL 62206-2329,,1700 Jerome Ln,ST CLAIR,East Saint Louis,IL,62206-2329,CAHOKIA187.ORG
Mary Miller Junior High...,701 1/2 W Vermilion St VERMILION Catlin IL 61817-9781,,701 1/2 W Vermilion St,VERMILION,Catlin,IL,61817-9781,CATLIN.K12.IL.US
Maywood-Melrose Park-Br...,1514 S 9th Ave COOK Maywood IL 60153-1951,,1514 S 9th Ave,COOK,Maywood,IL,60153-1951,MAYWOOD89.ORG
Hoppeston Area Sr High ...,615 E Orange St VERMILION Hoopeston IL 60942-1855,,615 E Orange St,VERMILION,Hoopeston,IL,60942-1855,HOOPESTON.K12.IL.US
Reed Custer Community U...,255 Comet Dr WILL Braidwood IL 60408-2029,,255 Comet Dr,WILL,Braidwood,IL,60408-2029,RC255.NET
St. Clair County Region...,200 W Schuetz St ST CLAIR Lebanon IL 62254-1570,,200 W Schuetz St,ST CLAIR,Lebanon,IL,62254-1570,LCUSD9.ORG
California Pizza Kitche...,444 S Locust St CLAY Flora IL 62839-2119,,444 S Locust St,CLAY,Flora,IL,62839-2119,
Elim Christian School,13020 S Central Ave COOK Palos Heights IL 60463-2410,,13020 S Central Ave,COOK,Palos Heights,IL,60463-2410,ELIMCS.ORG
Hazel Crest School Dist...,1910 170th St COOK Hazel Crest IL 60429-1363,,1910 170th St,COOK,Hazel Crest,IL,60429-1363,
Board of Education of T...,320 N Elizabeth St COOK Chicago IL 60607-1120,,320 N Elizabeth St,COOK,Chicago,IL,60607-1120,CPS.K12.IL.US
Golf Middle School,9401 Waukegan Rd COOK Morton Grove IL 60053-1353,,9401 Waukegan Rd,COOK,Morton Grove,IL,60053-1353,GOLF67.NET
Effingham Junior High S---,10421 N US Highway 45 EFFINGHAM Effingham IL 62401-5405,,10421 N US Highway 45,EFFINGHAM,Effingham,IL,62401-5405,EFFINGHAM.K12.IL.US
Lutheran High School,3500 W Washington St SANGAMON Springfield IL 62711-7923,,3500 W Washington St,SANGAMON,Springfield,IL,62711-7923,LUTHERANHS.PVT.K12.IL.US
Wilmette Public Schools---,900 Central Ave COOK Wilmette IL 60091-2608,,900 Central Ave,COOK,Wilmette,IL,60091-2608,
Clinton Unit School Dis...,54 Clinton Plz DE WITT Clinton IL 61727-2100,,54 Clinton Plz,DE WITT,Clinton,IL,61727-2100,CUSD15.K12.IL.US
Jackson Middle School,301 W Interstate Rd SHELBY Addison IL 60101-4598,,301 W Interstate Rd,SHELBY,Addison,IL,60101-4598,
Effingham Junior High S...,710 Indiana St EFFINGHAM Edgewood IL 62426-1018,,710 Indiana St,EFFINGHAM,Edgewood,IL,62426-1018,EFFINGHAM.K12.IL.US
Kipling Elementary Scho...,700 Kipling Pl LAKE Deerfield IL 60015-4410,,700 Kipling Pl,LAKE,Deerfield,IL,60015-4410,DPS109.ORG
Aledo High School,402 E Main St MERCER Aledo IL 61231-1551,,402 E Main St,MERCER,Aledo,IL,61231-1551,
Indian Valley,600 E Lions Rd DE KALB Sandwich IL 60548,,600 E Lions Rd,DE KALB,Sandwich,IL,60548,IVVC.NET
Harford County Public S...,8605 N 2nd St WINNEBAGO Machesney Park IL 61115-2003,,8605 N 2nd St,WINNEBAGO,Machesney Park,IL,61115-2003,HARLEM122.ORG
Community Unit School D...,435 W Cuba Rd LAKE Lake Zurich IL 60047-3346,,435 W Cuba Rd,LAKE,Lake Zurich,IL,60047-3346,LZ95.ORG
Iola-Scandinavia Sch Di...,1401 Compton Dr MC HENRY Algonquin IL 60102-5003,,1401 Compton Dr,MC HENRY,Algonquin,IL,60102-5003,D300.ORG
Bethel Lutheran Church,325 E Queenwood Rd TAZEWELL Morton IL 61550-9715,,325 E Queenwood Rd,TAZEWELL,Morton,IL,61550-9715,
Central Catholic High S...,1201 Airport Rd MC LEAN Bloomington IL 61704-2534,,1201 Airport Rd,MC LEAN,Bloomington,IL,61704-2534,BLMCCHS.ORG
Lewis & Clark Elementar...,PO Box 9028 MADISON Alton IL 62002-9028,,PO Box 9028,MADISON,Alton,IL,62002-9028,ALTONSCHOOLS.ORG
Bond Co Cmty Unit Sch D...,210 S Church Rd DU PAGE Bensenville IL 60106-2303,,210 S Church Rd,DU PAGE,Bensenville,IL,60106-2303,
Bloomington Junior High...,1001 S Spring Ave COOK La Grange IL 60525,,1001 S Spring Ave,COOK,La Grange,IL,60525,D105.NET
Burbank District 111,7600 Central Ave COOK Burbank IL 60459-1308,,7600 Central Ave,COOK,Burbank,IL,60459-1308,BURBANK.K12.IL.US
Central Community Unit ...,7740 Old US Highway 50 CLINTON Breese IL 62230-3822,,7740 Old US Highway 50,CLINTON,Breese,IL,62230-3822,CENTRALCOUGARS.ORG
Arbor School District,15901 Forest Ave COOK Oak Forest IL 60452-4011,,15901 Forest Ave,COOK,Oak Forest,IL,60452-4011,ARBOR145.ORG
School District U-46,1100 Sunset Cir COOK Streamwood IL 60107-1817,,1100 Sunset Cir,COOK,Streamwood,IL,60107-1817,
A C Thompson Elementary...,5110 Auburn St WINNEBAGO Rockford IL 61101-2402,,5110 Auburn St,WINNEBAGO,Rockford,IL,61101-2402,RPS205.COM
Brother Rice High Schoo...,10001 S Pulaski Rd COOK Chicago IL 60655-3356,,10001 S Pulaski Rd,COOK,Chicago,IL,60655-3356,BRRICE.ORG
Springfield Public Scho...,300 S 11th St SANGAMON Springfield IL 62703-1204,,300 S 11th St,SANGAMON,Springfield,IL,62703-1204,
Riverside Brookfield Hi...,160 Ridgewood Rd COOK Riverside IL 60546-2408,,160 Ridgewood Rd,COOK,Riverside,IL,60546-2408,RBHS208.ORG
Franklin Park Public Sc...,2915 Maple St COOK Franklin Park IL 60131-3031,,2915 Maple St,COOK,Franklin Park,IL,60131-3031,
DePue Unit School Distr...,PO Box 800 BUREAU Depue IL 61322-0800,,PO Box 800,BUREAU,Depue,IL,61322-0800,
The Cooking and Hospita...,361 W Chestnut St COOK Chicago IL 60610-3050,,361 W Chestnut St,COOK,Chicago,IL,60610-3050,CHIC-4ME.COM
Inner City Teaching Cor...,300 N Elizabeth St Ste 300C COOK Chicago IL 60607-1134,,300 N Elizabeth St Ste 300C,COOK,Chicago,IL,60607-1134,ICTC-CHICAGO.ORG
Benjamin Franklin Elem ...,200 S Lincoln Ave COOK Park Ridge IL 60068-3812,,200 S Lincoln Ave,COOK,Park Ridge,IL,60068-3812,D64.ORG
Aledo Community Unit Sc...,1002 SW 6th St MERCER Aledo IL 61231-2100,,1002 SW 6th St,MERCER,Aledo,IL,61231-2100,
Millikin Elementary Sch...,333 E Ogden Ave HENRY Geneseo IL 61254-1141,,333 E Ogden Ave,HENRY,Geneseo,IL,61254-1141,GENESEOSCHOOLS.ORG
Rhodes Elementary Schoo...,8931 Fullerton Ave COOK River Grove IL 60171-1810,,8931 Fullerton Ave,COOK,River Grove,IL,60171-1810,
Bond Co Cmty Unit Sch D...,501 W South St HENRY Annawan IL 61234-9715,,501 W South St,HENRY,Annawan,IL,61234-9715,
Lincolnwood Sch Dist 74,6950 N East Prairie Rd COOK Lincolnwood IL 60712-2520,,6950 N East Prairie Rd,COOK,Lincolnwood,IL,60712-2520,
Board of Education of T...,2345 S Millard Ave COOK Chicago IL 60623-3110,,2345 S Millard Ave,COOK,Chicago,IL,60623-3110,
Springfield Public Scho...,444 W Reynolds St SANGAMON Springfield IL 62702-5028,,444 W Reynolds St,SANGAMON,Springfield,IL,62702-5028,
Brown County Educationa...,201 E Glenwood Dyer Rd COOK Glenwood IL 60425-1845,,201 E Glenwood Dyer Rd,COOK,Glenwood,IL,60425-1845,BROOKWOOD167.ORG
Lincoln School,755 Bennett Ave LA SALLE Oglesby IL 61348-1067,,755 Bennett Ave,LA SALLE,Oglesby,IL,61348-1067,OPS125.NET
Oglesby Elem School Dis...,755 Bennett Ave LA SALLE Oglesby IL 61348-1067,,755 Bennett Ave,LA SALLE,Oglesby,IL,61348-1067,OPS125.NET
Learning Tech Center La...,1959 Waukegan Rd LAKE Deerfield IL 60015-1840,,1959 Waukegan Rd,LAKE,Deerfield,IL,60015-1840,
Darien Public Schools D...,1410 75th St DU PAGE Darien IL 60561-4405,,1410 75th St,DU PAGE,Darien,IL,60561-4405,DARIEN61.ORG
East Maine School Distr...,10150 Dee Rd COOK Des Plaines IL 60016-1512,,10150 Dee Rd,COOK,Des Plaines,IL,60016-1512,EMSD63.ORG
618 Connect,525 N 3rd St MACOUPIN Girard IL 62640-1157,,525 N 3rd St,MACOUPIN,Girard,IL,62640-1157,GIRARDSCHOOLS.ORG
Highland Community Unit...,12760 Troxler Ave MADISON Highland IL 62249-1044,,12760 Troxler Ave,MADISON,Highland,IL,62249-1044,HIGHLANDCUSD5.ORG
Irvine Unified School D...,221 Liberty Rd MC HENRY Crystal Lake IL 60014,,221 Liberty Rd,MC HENRY,Crystal Lake,IL,60014,D47SCHOOLS.ORG
School District U-46,507 ARNOLD AVE COOK Streamwood IL 60107-3099,,507 ARNOLD AVE,COOK,Streamwood,IL,60107-3099,U-46.ORG
Brehm Preparatory Schoo...,1245 E Grand Ave JACKSON Carbondale IL 62901-3600,,1245 E Grand Ave,JACKSON,Carbondale,IL,62901-3600,
Elmwood Park Community ...,8201 W Fullerton Ave COOK Elmwood Park IL 60707-2449,,8201 W Fullerton Ave,COOK,Elmwood Park,IL,60707-2449,EPCUSD401.ORG
Sonoma Valley Unified S...,301 S Main St WOODFORD Eureka IL 61530-1311,,301 S Main St,WOODFORD,Eureka,IL,61530-1311,
Mount Prospect School D...,700 W Lincoln St COOK Mount Prospect IL 60056-3010,,700 W Lincoln St,COOK,Mount Prospect,IL,60056-3010,LINCOLN.D57.ORG
Chiaravalle Montessori ...,425 Dempster COOK Evanston IL 60201,,425 Dempster,COOK,Evanston,IL,60201,CHIARAVALLE.ORG
Beacon Therapeutic Diag...,1912 W 103rd St Null COOK Chicago IL 60643-2625,,1912 W 103rd St Null,COOK,Chicago,IL,60643-2625,BEACON-THERAPEUTIC.ORG
Edgewood Middle School,150 Pierce Rd LAKE Highland Park IL 60035-5327,,150 Pierce Rd,LAKE,Highland Park,IL,60035-5327,NSSD112.ORG
Big Rock Elementary Sch...,PO Box 1210 DE KALB Hinckley IL 60520-1210,,PO Box 1210,DE KALB,Hinckley,IL,60520-1210,HBR429.ORG
The University of Chica...,5807 S Woodlawn Ave COOK Chicago IL 60637-1610,,5807 S Woodlawn Ave,COOK,Chicago,IL,60637-1610,CHICAGOBOOTH.EDU
Valley View Community U...,590 Belmont Dr WILL Romeoville IL 60446-1400,,590 Belmont Dr,WILL,Romeoville,IL,60446-1400,VVSD.ORG
Taft Elementary School,2504 Heritage Lake Dr WILL Lockport IL 60441-3975,,2504 Heritage Lake Dr,WILL,Lockport,IL,60441-3975,JOLIET86.ORG
Lincoln School,4300 Grove Ave COOK Brookfield IL 60513-2580,,4300 Grove Ave,COOK,Brookfield,IL,60513-2580,SD103.COM
"DeVry, Inc.",1201 S Alma School Rd Ste 5450 MARICOPA Oakbrook Terrace IL 85210-1114,,1201 S Alma School Rd Ste 5450,MARICOPA,Oakbrook Terrace,IL,85210-1114,DEVRY.EDU
Clinton Unit School Dis...,1200 E White St DE WITT Clinton IL 61727-2301,,1200 E White St,DE WITT,Clinton,IL,61727-2301,CUSD15.K12.IL.US
Learning Tech Center La...,900 Kilbourne Rd LAKE Gurnee IL 60031-1947,,900 Kilbourne Rd,LAKE,Gurnee,IL,60031-1947,LAKE.K12.IL.US
Gurnee Grade School,900 Kilbourne Rd LAKE Gurnee IL 60031-1947,,900 Kilbourne Rd,LAKE,Gurnee,IL,60031-1947,LAKE.K12.IL.US
Glenwood School,500 W 187th St COOK Glenwood IL 60425-1317,,500 W 187th St,COOK,Glenwood,IL,60425-1317,GLENWOODSCHOOL.COM
Elgin Academy,350 Park St KANE Elgin IL 60120-4455,,350 Park St,KANE,Elgin,IL,60120-4455,ELGINACADEMY.ORG
Superintendent,1130 Kim Pl COOK Lemont IL 60439-4317,,1130 Kim Pl,COOK,Lemont,IL,60439-4317,SD113A.ORG
Board of Education of T...,125 S Clark St COOK Chicago IL 60603-5200,,125 S Clark St,COOK,Chicago,IL,60603-5200,ALRABY.CPS.K12.IL.US
Berwyn Development Corp...,School District 100 3401 Gunderson Ave Ste 1 COOK Berwyn IL 60402-3773,,School District 100 3401 Gunderson Ave Ste 1,COOK,Berwyn,IL,60402-3773,BSD100.ORG
Downers Grove Grade Sch...,3935 Highland Ave DU PAGE Downers Grove IL 60515-1515,,3935 Highland Ave,DU PAGE,Downers Grove,IL,60515-1515,
Bonnie Mcbeth Learning ...,15730 S Howard St WILL Plainfield IL 60544-2399,,15730 S Howard St,WILL,Plainfield,IL,60544-2399,PSD202.ORG
Donovan Elementary Scho...,PO Box 186 IROQUOIS Donovan IL 60931-0186,,PO Box 186,IROQUOIS,Donovan,IL,60931-0186,DONOVAN.K12.IL.US
Glenwood School,500 W. 187Th Street COOK Glenwood IL 60425,,500 W. 187Th Street,COOK,Glenwood,IL,60425,GLENWOODSCHOOL.COM
Altamont Comm Unit Sd 1...,7 S Ewing St EFFINGHAM Altamont IL 62411-1265,,7 S Ewing St,EFFINGHAM,Altamont,IL,62411-1265,ALTAMONT.K12.IL.US
Mary Miller Junior High...,414 W West St VERMILION Georgetown IL 61846-1846,,414 W West St,VERMILION,Georgetown,IL,61846-1846,GRF.K12.IL.US
Lisle Junior High Schoo...,5211 Center Ave DU PAGE Lisle IL 60532-2306,,5211 Center Ave,DU PAGE,Lisle,IL,60532-2306,LISLE202.ORG
Downers Grove Grade Sch...,4435 Middaugh Ave DU PAGE Downers Grove IL 60515-2779,,4435 Middaugh Ave,DU PAGE,Downers Grove,IL,60515-2779,DG58.ORG
Dieterich Junior/Senior...,Bx 187 Church and Pine EFFINGHAM Dieterich IL 62424-0187,,Bx 187 Church and Pine,EFFINGHAM,Dieterich,IL,62424-0187,DIETERICH.K12.IL.US
Lewis & Clark Elementar...,6800 Humbert Rd MADISON Godfrey IL 62035-2250,,6800 Humbert Rd,MADISON,Godfrey,IL,62035-2250,ALTONSCHOOLS.ORG
Lewistown High School,15205 N State 100 Hwy FULTON Lewistown IL 61542-8901,,15205 N State 100 Hwy,FULTON,Lewistown,IL,61542-8901,CUSD97.FULTON.K12.IL.US
SCORE,5800 Godfrey Rd MADISON Godfrey IL 62035-2426,,5800 Godfrey Rd,MADISON,Godfrey,IL,62035-2426,LC.EDU
Bensenville District #2,210 S Church Rd DU PAGE Bensenville IL 60106,,210 S Church Rd,DU PAGE,Bensenville,IL,60106,
Lincoln High School,1000 Primm Rd LOGAN Lincoln IL 62656-3180,,1000 Primm Rd,LOGAN,Lincoln,IL,62656-3180,LCHS.K12.IL.US
New Lenox School Distri...,102 S Cedar Rd WILL New Lenox IL 60451-1702,,102 S Cedar Rd,WILL,New Lenox,IL,60451-1702,NLSD122.ORG
Central High School,1134 E 3100 N RD IROQUOIS Clifton IL 60927,,1134 E 3100 N RD,IROQUOIS,Clifton,IL,60927,CUSD4.ORG
Fisher Grade School,PO Box 700 CHAMPAIGN Fisher IL 61843-0700,,PO Box 700,CHAMPAIGN,Fisher,IL,61843-0700,FISHER.K12.IL.US
KEMPA,1133 Main St LAKE Antioch IL 60002,,1133 Main St,LAKE,Antioch,IL,60002,SEQUOITS.COM
Board of Education of T...,125 S Clark St COOK Chicago IL 60603-5200,,125 S Clark St,COOK,Chicago,IL,60603-5200,
glenbard HS,990 Kuhn Rd DU PAGE Carol Stream IL 60188-9227,,990 Kuhn Rd,DU PAGE,Carol Stream,IL,60188-9227,GLENBARD87.ORG
School District U-46,770 Mill St KANE South Elgin IL 60177-1743,,770 Mill St,KANE,South Elgin,IL,60177-1743,
Community Consolidated ...,1020 E Sayles Dr COOK Palatine IL 60074-7274,,1020 E Sayles Dr,COOK,Palatine,IL,60074-7274,CCSD15.NET
Reed Custer Community U...,255 Comet Dr WILL Braidwood IL 60408-2029,,255 Comet Dr,WILL,Braidwood,IL,60408-2029,
El Paso-Gridley High Sc...,97 W 5th St WOODFORD El Paso IL 61738-1049,,97 W 5th St,WOODFORD,El Paso,IL,61738-1049,
Lincolnwood School Dist...,6950 N East Prairie Rd COOK Lincolnwood IL 60712-2520,,6950 N East Prairie Rd,COOK,Lincolnwood,IL,60712-2520,
Naperville Community Un...,2403 Kingsley Dr DU PAGE Naperville IL 60565-3212,,2403 Kingsley Dr,DU PAGE,Naperville,IL,60565-3212,NAPERVILLE203.ORG
University of Illinois ...,30 E Lake St COOK Chicago IL 60601-2408,,30 E Lake St,COOK,Chicago,IL,60601-2408,CCC.EDU
Highland Community Unit...,2813 State Route 160 MADISON Highland IL 62249-1021,,2813 State Route 160,MADISON,Highland,IL,62249-1021,HIGHLANDCUSD5.ORG
Kipling Elementary Scho...,630 Essex Ct LAKE Deerfield IL 60015-2367,,630 Essex Ct,LAKE,Deerfield,IL,60015-2367,DPS109.ORG
EASTLAND School Distric...,500 S School Dr CARROLL Lanark IL 61046-1398,,500 S School Dr,CARROLL,Lanark,IL,61046-1398,EASTLAND308.COM
Millikin Elementary Sch...,209 S College Ave HENRY Geneseo IL 61254-1405,,209 S College Ave,HENRY,Geneseo,IL,61254-1405,DIST228.ORG
Board of Education of T...,2815 S Komensky Ave COOK Chicago IL 60623-4450,,2815 S Komensky Ave,COOK,Chicago,IL,60623-4450,
Jacksonville School DST...,516 Jordan St MORGAN Jacksonville IL 62650-1997,,516 Jordan St,MORGAN,Jacksonville,IL,62650-1997,
Waukegan Public Schools,1319 Washington St LAKE Waukegan IL 60085-5342,,1319 Washington St,LAKE,Waukegan,IL,60085-5342,
East Prairie School Dis...,3907 Dobson St COOK Skokie IL 60076-3718,,3907 Dobson St,COOK,Skokie,IL,60076-3718,
School District 66,2000 Manning Rd DU PAGE Darien IL 60561-4393,,2000 Manning Rd,DU PAGE,Darien,IL,60561-4393,CCSD66.ORG
Cardinal Joseph Bernard...,9250 W 167th St COOK Orland Hills IL 60487-5933,,9250 W 167th St,COOK,Orland Hills,IL,60487-5933,CARDINALJBSCHOOL.COM
Woodland Elementary Sch...,217 Eastern Ave LAKE Barrington IL 60010-4627,,217 Eastern Ave,LAKE,Barrington,IL,60010-4627,
Township High School Di...,433 Vine Ave LAKE Highland Park IL 60035-2044,,433 Vine Ave,LAKE,Highland Park,IL,60035-2044,
Betsy Ross Elementary S...,543 Hannah Ave COOK Forest Park IL 60130-1909,,543 Hannah Ave,COOK,Forest Park,IL,60130-1909,FORESTPARKSCHOOLS.ORG
McClellan Grade School,14975 E Bakerville Rd JEFFERSON Mount Vernon IL 62864-7100,,14975 E Bakerville Rd,JEFFERSON,Mount Vernon,IL,62864-7100,
James R. Wood Elementar...,320 Maple St DE KALB Somonauk IL 60552-9793,,320 Maple St,DE KALB,Somonauk,IL,60552-9793,SOMONAUK.NET
Lake Forest College,1285 N McKinley Rd LAKE Lake Forest IL 60045-1371,,1285 N McKinley Rd,LAKE,Lake Forest,IL,60045-1371,LFHS.ORG
Ridgeland School Distri...,9620 Normandy Ave COOK Oak Lawn IL 60453-2131,,9620 Normandy Ave,COOK,Oak Lawn,IL,60453-2131,RIDGELAND122.COM
Moline Unit School Dist...,335 5th Ave ROCK ISLAND Moline IL 61265-1149,,335 5th Ave,ROCK ISLAND,Moline,IL,61265-1149,MOLINESCHOOLS.ORG
Amboy Central School,11 E Hawley St LEE Amboy IL 61310-1430,,11 E Hawley St,LEE,Amboy,IL,61310-1430,AMBOY.NET
Board of Education of T...,13100 S Doty Ave COOK Chicago IL 60827-1516,,13100 S Doty Ave,COOK,Chicago,IL,60827-1516,CPS.K12.IL.US
